classification	logFC	logCPM	LR	PValue	FDR
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	-2.42288032639045	11.7886149869197	24.0716919891813	9.28147606136586e-07	0.000225539868291191
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	2.23561109422938	12.2313447916748	20.7981631861997	5.10318841293407e-06	0.00062003739217149
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1.73153233864364	12.4937280131219	18.928540432926	1.35707173963128e-05	0.000838168476001455
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E intestinalis	2.24320639626121	11.3340136918483	18.8969910087771	1.37970119506412e-05	0.000838168476001455
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	1.54778205931357	12.6189557774346	17.3909824533226	3.04266090799922e-05	0.00124196674401897
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	-1.7384535057957	11.3740284138609	17.376096628209	3.06658455313326e-05	0.00124196674401897
d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	-2.09547474980473	12.4050699499634	16.991464005032	3.75482479712027e-05	0.00129441829281102
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	-1.93643424459906	13.1721497108754	16.7512316183705	4.26145940020088e-05	0.00129441829281102
d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900548615	1.3621518169095	12.0859881604643	15.7608317244364	7.18752257269517e-05	0.0019406310946277
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	0.994776029696705	15.9978608922206	15.1336706746465	0.000100160859413231	0.00243390888374151
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_C	0.844178841223006	14.1875647490986	14.4343673068613	0.000145129489425416	0.00320604235730693
